ID,Lat,Lon,Hgt_m
LAPC,34.1819,-118.5747,207.813
LAPL,39.3941,-118.30439999999999,1473.208
LASC,33.9279,-118.30650000000003,24.674
LAVA,37.0295,-118.1807,1459.0
LAWS,37.3931,-118.29230000000001,1580.711
LBC1,33.8321,-118.1372,-21.964
LBC2,33.7916,-118.17320000000001,-28.467
LBCH,33.7878,-118.20330000000001,-27.517
LBNO,32.8812,-117.23750000000001,115.147
LBRF,32.8861,-117.2303,56.451
LBSE,32.8811,-117.23750000000001,115.141
LBSW,32.8811,-117.23759999999999,115.143
LDES,34.2673,-116.43279999999999,978.073
LDSW,34.6994,-116.20910000000003,640.928
LEBC,34.8252,-118.87189999999998,1091.08
LEEP,34.1346,-118.3218,485.051
LEIC,37.7752,-121.96870000000001,120.844
LEMA,36.292,-119.7824,34.971
LEMO,39.5809,-120.30770000000001,1646.068
LEVV,34.5163,-117.33190000000002,874.602
LEWI,40.4035,-116.86189999999999,2916.712
LEWY,34.2586,-119.24099999999999,-4.715
LFRS,34.0951,-118.4128,146.894
LGBH,33.7872,-118.21280000000002,-29.209
LGWD,33.6406,-117.7645,88.696
LICE,36.8566,-116.40129999999999,1108.2
LIKE,41.2278,-120.44319999999999,1404.603
LINC,37.6372,-119.01729999999998,3056.94
LIND,36.36,-119.05790000000002,144.268
LINJ,34.662,-118.13919999999996,721.38
LITT,36.7459,-116.3082,1056.479
LIVM,37.703,-121.70209999999997,159.352
LJRN,34.8075,-118.86770000000001,1422.485
LKHG,33.236,-116.75880000000001,823.294
LKN1,40.8599,-115.7423,1582.11
LL01,34.4855,-117.83500000000004,1005.324
LLAS,34.586,-117.83789999999999,812.48
LMHG,33.7442,-117.3913,464.527
LMRR,39.5385,-119.81309999999996,1373.7
LMSG,33.8174,-117.44510000000002,413.094
LNC1,38.8465,-121.35019999999997,5.921
LNC2,38.8465,-121.35050000000001,5.869
LNGV,41.7852,-119.75239999999997,1735.989
LNMT,35.0902,-116.93970000000002,1345.288
LNRD,41.4766,-118.71010000000001,1275.648
LODI,38.1358,-121.27729999999997,-10.198
LOMP,34.6909,-120.44659999999999,63.579
LONC,40.6607,-120.61519999999996,2052.153
LONG,34.1119,-118.0034,74.245
LONP,36.5526,-118.11540000000002,1489.222
LOOM,38.8346,-121.18619999999999,112.042
LORS,34.1333,-117.7541,448.88
LOST,41.0739,-119.7738,1642.176
LOWS,35.8287,-120.59429999999998,428.666
LPCG,34.3149,-117.5464,1315.291
LPHS,34.0268,-117.95670000000001,68.509
LRA1,37.8746,-122.2439,181.515
LRA2,37.875,-122.24379999999996,190.883
LRA3,37.8754,-122.24369999999999,201.715
LRA4,37.8762,-122.2407,227.856
LRA5,37.878,-122.24009999999998,257.735
LRA6,37.9132,-122.28589999999997,122.935
LRRG,34.5271,-118.02999999999997,874.995
LUCK,38.4236,-118.76890000000003,2448.528
LUDW,38.9877,-119.28460000000001,1526.912
LUNC,39.6291,-120.50080000000003,2143.849
LUTZ,37.2869,-121.86519999999996,95.102
LUXO,40.5145,-119.23230000000001,1538.65
LVIL,41.0704,-119.37760000000003,1593.296
LVMS,34.7336,-119.1037,1543.081
LVWD,36.1595,-115.19130000000001,631.708
LYAL,39.669,-120.185,1658.456
MADE,41.0352,-120.43560000000002,1702.027
MAJU,40.707,-118.4366,1426.158
MAN3,37.7875,-121.19470000000001,-12.008
MANH,38.5031,-117.1807,1903.322
MARK,38.6769,-119.80060000000003,1827.192
MASC,41.6051,-119.548,1749.163
MASO,39.0742,-119.16319999999996,1354.598
MASV,38.8931,-119.12739999999997,1391.303
MASW,35.8326,-120.44309999999996,713.744
MAT2,33.8568,-117.43669999999997,398.316
MATH,33.8567,-117.4368,396.915
MAX1,39.2739,-122.19049999999999,3.917
MCCM,38.1448,-122.8802,-3.751
MCKI,40.2085,-117.78380000000004,1590.701
MCOY,40.1179,-117.59000000000003,1184.065
MEAD,36.0855,-114.0829,573.359
MEE1,36.1869,-120.7586,788.814
MEE2,36.1805,-120.76679999999999,681.466
MERC,36.6325,-115.97900000000004,1256.877
MESQ,35.6939,-115.70370000000003,1114.965
MEXI,32.633,-115.47569999999996,-22.339
MHCB,37.3415,-121.64260000000002,1261.765
MHDL,37.8423,-122.49430000000001,65.889
MHMB,39.1483,-121.59230000000002,-5.309
MHMS,33.9391,-118.2441,-2.461
MICH,38.5218,-118.91149999999999,1721.221
MIDA,35.9219,-120.4588,570.698
MIG1,34.0383,-120.35140000000001,130.924
MILK,34.1368,-118.12630000000001,243.285
MILL,40.6518,-118.06389999999999,1315.666
MILP,37.449,-121.83410000000003,336.268
MILR,38.1199,-117.44190000000003,1487.261
MINA,38.4196,-118.1551,1497.952
MINE,40.1484,-116.09550000000002,2075.642
MINN,37.954,-121.7224,-3.525
MINS,37.6538,-119.0609,2776.927
MISE,37.6865,-114.245,1805.009
MJPK,33.7145,-117.5505,1528.011
MLFP,33.9184,-117.31799999999998,472.969
MNDS,39.6247,-120.4006,1493.285
MNMC,35.9695,-120.4341,1061.912
MNRC,38.8787,-122.44280000000003,707.806
MOD1,37.6382,-120.99279999999999,-1.13
MODB,41.9023,-120.30279999999999,1567.22
MOGL,39.5252,-119.92629999999997,1517.568
MOHA,39.6845,-120.60419999999999,2192.576
MOHO,38.2462,-118.24509999999998,1965.36
MOIL,40.7107,-115.41210000000001,2160.447
MOLA,37.9466,-122.41989999999998,-20.289
MON6,36.5722,-121.8064,36.648
MONB,37.4853,-121.86689999999999,750.362
MONI,39.1477,-116.7156,2109.252
MONO,37.8978,-119.12040000000002,2154.149
MONP,32.8919,-116.4223,1842.561
MONT,38.0778,-117.70839999999998,1639.322
MORG,40.4474,-120.06540000000001,1520.719
MOUN,40.3034,-117.0695,1503.064
MPWD,34.2955,-118.87799999999999,190.235
MRCD,37.3055,-120.48580000000004,31.377
MRDM,34.1752,-117.88170000000002,328.04
MRPK,34.2861,-118.86930000000001,139.694
MRRY,35.2935,-118.75260000000003,241.302
MRYV,39.1483,-121.59230000000002,-4.392
MSC1,34.0385,-116.64800000000002,913.054
MSHP,37.5563,-121.92489999999998,172.201
MSOB,34.2308,-117.21010000000001,1733.145
MTA1,34.0552,-118.24549999999999,72.611
MTGG,33.1992,-116.6472,1066.72
MTVW,37.4167,-122.09969999999998,-24.129
MTWK,37.778,-121.18450000000001,-13.962
MUDD,36.3936,-114.6936,803.414
MULL,39.8782,-119.64769999999999,1430.988
MULN,36.5651,-120.09159999999997,25.794
MUSB,37.1699,-119.30939999999998,2042.522
MUSD,34.2616,-119.096,33.785
MVFD,33.2109,-116.52530000000002,1190.088
MWTP,37.6405,-118.94470000000001,2317.38
MXGE,32.6412,-115.4767,-19.4
MXGM,32.6413,-115.47720000000004,-19.405
MXGW,32.6413,-115.47699999999998,-19.382
MXS1,32.6435,-115.47389999999996,-33.087
NACH,39.9966,-119.2192,1692.841
NARR,39.2546,-119.28319999999997,1287.829
NAYX,32.3243,-115.2955,-23.856
NBPS,34.5086,-116.14819999999997,1098.766
NDAP,34.7677,-114.61860000000001,241.367
NELS,35.714,-114.79589999999996,668.87
NEVA,36.8504,-116.31029999999998,1290.136
NEWS,39.6856,-117.50890000000004,1770.421
NFLN,39.4216,-118.7108,1194.15
NHRG,34.4987,-119.1413,1648.741
NIPO,35.0908,-120.53829999999999,56.1
NOCO,33.9197,-117.56960000000004,186.789
NOPE,35.9695,-115.98500000000001,844.205
NOPK,33.9797,-118.34800000000001,33.109
NORA,38.3153,-119.74369999999999,2093.779
NORD,38.886,-119.3202,1477.03
NPAS,39.5821,-117.5358,1723.597
NSSS,32.5793,-116.97270000000003,123.611
NUNE,37.9631,-122.24630000000002,96.881
NVAG,36.4485,-116.46370000000002,665.358
NVAL,37.3699,-115.15899999999999,1040.32
NVB1,35.9728,-114.8537,739.672
NVBC,35.9728,-114.85360000000003,739.529
NVBM,35.9698,-115.15750000000003,712.505
NVC1,36.7993,-114.92500000000001,685.075
NVCA,36.2198,-115.1721,645.418
NVCC,39.1808,-119.76530000000002,1419.137
NVCO,36.7954,-114.892,643.508
NVDB,36.0773,-115.2876,759.547
NVFN,39.4746,-118.79809999999998,1193.862
NVFW,36.1118,-115.02070000000003,510.398
NVGL,36.6734,-114.52279999999996,524.209
NVH1,36.03,-114.98270000000002,598.406
NVH2,35.9769,-115.10040000000004,770.69
NVIS,36.5777,-115.6463,933.725
NVKP,36.3897,-114.92669999999998,666.979
NVL1,36.097,-115.19029999999998,648.903
NVLA,35.1706,-114.57979999999998,162.107
NVLM,36.0697,-114.8132,362.054
NVLV,36.0835,-115.18489999999997,654.483
NVLX,32.3935,-115.1832,-21.468
NVM1,36.8095,-114.09069999999997,487.371
NVMM,39.4494,-119.78030000000001,1354.198
NVMQ,36.803,-114.07050000000004,468.037
NVMV,36.5329,-114.41110000000003,379.464
NVNL,36.2122,-115.12620000000004,559.721
NVOV,36.5416,-114.44830000000002,371.922
NVPI,37.937,-114.45089999999999,1793.45
NVPO,35.9563,-115.49559999999997,2491.7
NVRM,36.0246,-114.92169999999999,674.614
NVRO,39.5208,-119.73220000000003,1320.414
NVSL,35.4659,-114.92150000000004,1052.99
NVSN,36.0856,-115.19849999999997,666.917
NVSP,39.5286,-119.70190000000002,1326.284
NVSV,38.9168,-114.40269999999998,1775.79
NVTP,36.0992,-115.32900000000001,845.157
NVWS,36.725,-114.71550000000002,513.79
NYOR,35.4911,-115.15909999999997,1358.087
OAES,34.141,-116.0677,604.797
OASI,37.0367,-116.79079999999999,1236.237
OAT2,34.3299,-118.60140000000001,1112.586
OBRC,32.745,-117.24549999999999,-12.567
OBSV,40.7354,-120.15750000000003,1668.028
OCSD,33.2407,-117.3467,42.895
OEOC,33.7659,-117.7441,358.614
OGHS,33.1306,-117.04179999999997,185.225
OHLN,38.0063,-122.27300000000002,-0.55
OLNC,36.2101,-117.90449999999998,1356.264
OMRE,32.5603,-116.95349999999996,121.392
ONLY,40.9638,-120.2681,1647.128
OPBL,34.3699,-115.91809999999998,1226.543
OPCL,34.4277,-116.3055,1312.911
OPCP,34.3671,-116.08339999999998,1096.665
OPCX,34.4301,-116.14949999999999,1133.821
OPRD,34.533,-116.29230000000001,1400.207
ORC3,34.8504,-120.4805,210.779
ORC4,34.8491,-120.47550000000001,258.85
ORC5,34.8021,-120.44309999999996,103.607
ORCU,34.8504,-120.48070000000001,212.41
ORE2,37.4598,-121.75189999999998,601.643
ORE3,37.4615,-121.75080000000003,662.085
OREO,37.4607,-121.75120000000004,640.35
ORES,34.7391,-120.27859999999998,143.818
ORMT,34.6749,-116.81510000000003,1893.312
ORVB,39.5546,-121.50030000000004,340.0
OTAY,32.608,-116.93219999999997,132.582
OTHQ,32.7238,-116.9676,121.198
OVLS,34.3274,-119.14189999999996,69.212
OWEN,36.7426,-118.055,1160.837
OXMT,37.4994,-122.42430000000002,209.083
OXYC,34.1288,-118.20730000000003,209.836
OZST,34.6834,-119.35339999999997,1059.176
P002,39.5211,-117.18650000000002,1741.68
P003,32.7225,-114.005,50.993
P005,39.9102,-115.27859999999998,2015.69
P006,36.1542,-114.45690000000002,365.216
P007,41.7242,-114.81970000000001,1686.582
P013,41.4287,-117.33000000000004,1433.406
P017,41.2759,-119.93549999999999,2390.645
P056,36.0274,-119.06290000000001,101.922
P058,40.8763,-124.0754,21.402
P059,38.9283,-123.7262,-11.3
P060,40.9976,-122.41489999999999,430.811
P066,32.6165,-116.16980000000001,822.89
P067,35.5518,-121.00299999999999,107.008
P068,39.3056,-117.9848,1455.909
P069,39.2879,-117.60489999999999,1886.372
P071,39.3465,-117.40120000000002,2085.326
P072,39.5215,-116.74090000000001,2061.207
P073,39.5005,-116.42449999999997,1942.623
P074,39.5464,-116.0496,1947.708
P075,39.3742,-115.8888,1881.641
P076,39.5361,-115.51260000000002,2006.054
P077,39.3886,-115.43180000000001,2334.188
P078,40.4334,-117.87979999999999,1444.809
P079,39.2552,-114.69169999999997,2746.363
P080,39.1194,-114.2772,1972.898
P083,40.3206,-117.4676,1642.664
P085,40.4955,-116.7362,1661.201
P087,40.3632,-116.27930000000003,2358.417
P090,39.5728,-119.79989999999998,1503.649
P091,36.6143,-117.5315,1966.861
P092,36.8042,-117.40679999999998,2157.078
P093,36.606,-117.9941,1339.065
P094,37.2008,-117.70420000000001,1729.218
P095,39.6984,-119.5369,1608.804
P096,39.7956,-119.30560000000003,1243.284
P097,39.8388,-118.87389999999999,1210.378
P098,39.8889,-118.68439999999998,1286.569
P099,39.2123,-118.1594,2455.663
P102,39.9249,-115.55600000000004,2718.114
P127,39.4992,-119.59989999999999,1523.94
P128,39.4861,-119.0686,1320.007
P129,39.1339,-118.44960000000003,1714.115
P130,39.268,-118.93780000000004,1380.07
P131,39.4547,-118.35130000000004,1825.052
P132,38.7288,-118.00490000000002,1549.693
P133,38.7246,-118.46019999999999,1781.822
P134,38.9809,-118.93039999999996,1885.987
P135,38.7046,-119.0154,1692.138
P136,38.7614,-119.45849999999996,1773.263
P137,40.7798,-119.47680000000003,1331.783
P138,40.2422,-119.0102,1243.696
P139,39.9082,-119.72249999999997,1522.994
P140,38.8292,-120.69319999999999,1079.232
P141,39.0466,-120.38560000000001,2170.386
P142,39.1235,-119.8107,1784.917
P143,38.7602,-119.76480000000004,1733.572
P144,39.4667,-120.89300000000003,1436.863
P145,41.3577,-119.6243,1755.201
P146,39.3375,-120.53729999999996,2347.304
P147,39.9374,-120.2844,2488.91
P148,40.4186,-120.80600000000004,1584.555
P149,39.6021,-120.10500000000002,2634.676
P150,39.2924,-120.03390000000002,2619.062
P151,40.2889,-120.07730000000004,1313.042
P154,41.8071,-123.36009999999999,319.886
P155,41.2724,-123.18880000000001,1784.081
P156,40.0244,-123.90610000000004,488.994
P157,40.2475,-124.30809999999997,695.814
P158,40.4225,-124.10720000000003,873.696
P159,40.5048,-124.28280000000001,608.216
P160,40.5513,-124.13329999999996,94.222
P161,40.6374,-124.2131,32.43
P162,40.6911,-124.23699999999997,-6.441
P163,40.2196,-124.0573,425.243
P164,40.1193,-123.69330000000002,1148.316
P165,40.2455,-123.85329999999999,545.644
P166,40.4352,-123.8628,665.268
P167,40.5437,-123.8802,1021.144
P168,40.6686,-123.88149999999996,1093.448
P169,40.7911,-123.96770000000004,689.388
P170,40.8802,-123.86329999999998,918.12
P171,36.4855,-121.79250000000002,572.739
P172,36.2281,-121.7672,312.616
P173,35.9457,-121.2903,339.229
P174,36.3022,-121.05090000000001,342.11
P175,36.4259,-121.13490000000002,451.375
P176,37.4718,-122.3571,433.825
P177,37.5282,-122.49509999999998,71.777
P178,37.5345,-122.3324,129.054
P180,36.2928,-121.40319999999997,693.174
P181,37.9145,-122.3768,72.208
P182,38.495,-123.18119999999999,396.804
P183,38.3137,-123.06889999999999,10.403
P184,39.1172,-123.70889999999997,108.953
P185,39.2613,-123.7493,146.352
P186,39.1502,-123.51819999999998,372.801
P187,39.3525,-123.60249999999996,163.991
P188,38.6679,-123.2296,208.88
P189,38.9874,-123.34839999999997,176.93
P190,39.242,-123.20400000000001,202.811
P192,39.3197,-123.10519999999997,259.72
P193,38.1229,-122.90809999999999,66.598
P194,38.1857,-122.81630000000001,235.147
P195,38.6647,-122.95929999999998,146.82
P196,38.2981,-122.74260000000004,90.529
P197,38.4286,-122.76740000000001,0.033
P198,38.2599,-122.60739999999998,-4.603
P199,38.2637,-122.5034,55.677
P200,38.2398,-122.45169999999996,-25.082
P201,38.5598,-122.65840000000003,349.355
P202,38.4236,-122.49599999999998,584.099
P203,38.8661,-122.91700000000003,926.686
P204,38.6665,-122.71050000000002,276.662
P205,39.3981,-122.9631,771.075
P206,38.7778,-122.57579999999996,283.607
P207,39.26,-122.71860000000004,1826.598
P208,39.1093,-122.3039,74.321
P209,37.0693,-122.12670000000003,577.141
P210,36.8161,-121.73180000000002,3.039
P211,36.8792,-121.69799999999998,60.531
P212,36.962,-121.86270000000002,36.565
P213,37.2017,-121.99080000000004,167.104
P214,37.001,-121.79660000000001,73.234
P215,37.0488,-121.7629,708.614
P216,37.0024,-121.7262,336.911
P217,37.1045,-121.6506,72.283
P218,37.2035,-121.714,82.7
P219,37.3425,-122.28480000000002,300.867
P220,37.3299,-122.21429999999998,705.26
P221,37.337,-122.09899999999999,155.295
P222,37.5392,-122.08330000000001,53.509
P223,37.7221,-122.09979999999996,139.952
P224,37.8639,-122.21910000000003,407.352
P225,37.7139,-122.05830000000003,117.193
P226,37.3368,-121.82560000000001,5.058
P227,37.533,-121.78960000000001,707.418
P228,37.6018,-121.68690000000004,399.024
P229,37.7494,-121.97800000000001,289.333
P230,37.819,-121.78639999999996,648.016
P231,36.6217,-121.90539999999999,-26.351
P232,36.724,-121.57900000000001,105.344
P233,36.8004,-121.4203,196.821
P234,36.8585,-121.59119999999996,92.575
P235,36.8143,-121.54150000000004,361.692
P236,36.9035,-121.55449999999996,56.143
P237,36.637,-121.3868,711.549
P238,36.8491,-121.45280000000002,44.897
P239,36.9625,-121.5478,18.502
P240,37.0078,-121.54200000000003,25.736
P241,37.213,-121.5743,834.222
P242,36.9539,-121.46320000000003,14.783
P243,36.9182,-121.33519999999999,220.749
P244,37.0108,-121.35450000000003,58.694
P245,37.7131,-119.70609999999999,1579.822
P247,36.5595,-121.1884,569.072
P248,37.9756,-121.86869999999999,229.816
P249,36.6116,-121.06439999999998,1155.715
P250,36.95,-121.26840000000004,584.661
P251,36.8114,-121.34789999999998,128.211
P252,37.1696,-121.05770000000001,40.154
P253,37.4784,-121.65300000000002,1065.036
P254,37.4896,-121.4692,1076.179
P255,37.5819,-121.32490000000001,73.512
P256,37.932,-121.60480000000001,-30.683
P257,37.7553,-121.464,-24.698
P258,37.3854,-121.2833,390.791
P259,37.433,-121.10059999999999,3.884
P260,37.7112,-121.084,-9.002
P261,38.153,-122.21749999999997,118.175
P262,38.0251,-122.09609999999998,-8.589
P263,38.5777,-122.42920000000004,554.394
P264,38.4442,-122.19529999999997,231.059
P265,38.5302,-121.95420000000001,8.082
P266,38.184,-121.8435,22.449
P267,38.3803,-121.82320000000004,-17.459
P268,38.4735,-121.64639999999997,-23.906
P269,38.9995,-122.3546,298.215
P270,39.2438,-122.05520000000001,-12.299
P271,38.6574,-121.71449999999999,-18.18
P272,39.1455,-121.94309999999996,-12.049
P273,38.1158,-121.38810000000001,-26.358
P274,38.2831,-121.46050000000002,-27.772
P275,38.3215,-121.21460000000002,-5.221
P276,38.6453,-121.09519999999998,207.285
P277,37.1924,-122.36689999999999,115.293
P278,35.7113,-121.06079999999997,465.881
P279,35.7906,-121.06200000000001,469.916
P280,35.5441,-120.3476,476.429
P281,35.8411,-120.3895,383.847
P282,35.8378,-120.34519999999998,394.688
P283,35.8067,-120.2853,434.187
P284,35.9333,-120.90679999999998,512.233
P285,36.4172,-120.98149999999998,805.73
P286,36.5159,-120.85310000000004,538.829
P287,36.0248,-120.69780000000003,609.749
P288,36.1402,-120.87889999999999,397.699
P289,36.1068,-120.74879999999996,540.65
P290,36.1789,-120.72829999999999,987.747
P291,35.9228,-120.64480000000003,661.355
P292,36.0075,-120.4753,1018.612
P293,36.0894,-120.543,538.84
P294,36.1232,-120.43989999999997,509.4
P295,35.6971,-120.8424,583.504
P296,36.0517,-120.36360000000002,265.31
P297,35.9741,-120.55189999999999,629.301
P298,36.0158,-120.29409999999996,323.218
P299,36.2568,-120.71019999999999,809.371
P300,36.3044,-120.27699999999999,137.299
P301,36.8063,-120.74310000000003,89.234
P302,36.6347,-120.61860000000001,122.677
P303,37.0544,-120.70529999999997,-1.751
P304,36.739,-120.35659999999996,17.231
P305,37.3522,-120.1968,96.063
P306,37.7952,-120.6445,82.521
P307,36.9473,-120.05790000000002,49.507
P308,37.9012,-119.84019999999998,1501.863
P309,38.09,-120.95119999999997,41.424
P310,38.7356,-120.33429999999998,1791.328
P311,37.1776,-118.51980000000003,3698.635
P312,39.5292,-123.69839999999999,254.942
P313,39.5543,-123.56450000000001,651.766
P314,39.6857,-123.58179999999999,1251.959
P315,39.8636,-123.71690000000001,257.926
P316,41.5591,-124.08609999999999,234.972
P317,39.9057,-123.55179999999996,1118.653
P318,39.4524,-123.37189999999998,594.951
P319,39.7071,-123.29509999999999,513.023
P320,39.4928,-123.1868,392.402
P321,39.8972,-123.3949,1133.659
P322,39.9621,-123.1825,1433.842
P323,39.8457,-122.96339999999998,2085.582
P324,40.2568,-123.65570000000002,509.362
P325,41.1517,-123.88260000000002,914.494
P326,40.5753,-123.69889999999998,1261.668
P327,40.4789,-123.57310000000001,710.013
P329,40.0822,-123.452,1034.624
P330,40.3241,-123.13560000000001,1653.002
P331,40.7329,-123.32409999999999,1541.972
P332,40.5467,-123.17449999999997,684.502
P333,39.6214,-122.97579999999999,2008.829
P334,39.4936,-122.73590000000002,1936.225
P335,39.7262,-122.87360000000001,2229.504
P336,39.5281,-122.4305,286.725
P337,40.2962,-122.86879999999996,1193.312
P338,40.7476,-122.923,672.228
P339,40.0341,-122.66820000000001,979.562
P340,39.4093,-123.0498,864.732
P341,40.6507,-122.6069,406.837
P343,40.8871,-123.33420000000001,1617.451
P344,39.9291,-122.02800000000002,49.78
P345,40.2712,-122.27080000000001,134.094
P346,39.7947,-120.8675,2037.333
P347,41.1833,-120.94849999999997,1268.823
P348,40.9055,-121.82799999999997,1668.079
P349,40.7311,-122.31939999999997,275.41
P462,36.0713,-116.62869999999998,1334.413
P463,36.0225,-117.16470000000004,1326.994
P464,36.159,-117.40999999999997,911.546
P465,36.4668,-118.13239999999996,2901.552
P466,36.5312,-117.78949999999998,2754.58
P467,36.5702,-118.0906,1380.125
P468,36.9757,-118.11840000000001,2853.303
P469,37.2314,-117.93579999999997,1794.822
P470,34.4624,-117.39390000000003,991.396
P471,33.5621,-117.54089999999997,174.757
P472,32.8892,-117.10469999999998,137.869
P473,32.7338,-116.9495,188.589
P474,33.3552,-117.24869999999999,182.927
P475,32.6664,-117.2439,-25.037
P476,33.4396,-117.18970000000002,309.813
P477,33.5028,-117.11340000000001,334.519
P478,33.2357,-117.07159999999999,371.6
P479,33.4933,-116.78290000000004,1093.843
P480,32.976,-116.3485,436.04
P481,32.8222,-116.01080000000002,610.875
P482,33.2402,-116.6714,878.73
P483,33.0592,-116.5693,1375.571
P484,33.3756,-116.62080000000003,1382.475
P485,33.2102,-116.40899999999999,372.162
P486,33.2602,-116.32230000000004,126.304
P487,33.2135,-116.18309999999997,90.225
P488,33.201,-116.0788,61.699
P489,33.2962,-116.11160000000001,290.3
P490,33.5235,-116.42590000000001,2622.435
P491,33.5747,-116.22680000000003,4.237
P492,32.887,-115.96940000000001,68.804
P493,32.9547,-115.82490000000001,197.471
P494,32.7597,-115.7321,-44.293
P495,33.045,-115.6284,-84.001
P496,32.7506,-115.596,-40.148
P497,32.8347,-115.577,-51.058
P498,32.8984,-115.56960000000004,-58.05
P499,32.9796,-115.48789999999997,-74.199
P500,32.69,-115.29989999999998,-20.595
P501,32.8758,-115.39789999999999,-55.667
P502,32.9825,-115.4219,-66.059
P503,32.9489,-115.72019999999998,6.09
P504,33.5164,-115.76580000000001,84.009
P505,33.4239,-115.68700000000001,-57.782
P506,33.0814,-115.5102,-83.401
P507,33.2,-115.61239999999998,-78.375
P508,33.2478,-115.42869999999999,10.669
P509,32.8907,-115.29390000000001,-29.613
P510,33.1436,-115.3433,1.505
P511,33.8869,-115.29610000000002,273.359
P512,37.5626,-119.69439999999997,1344.627
P513,34.9073,-120.65020000000004,284.578
P514,35.0107,-120.40969999999999,140.916
P515,34.8706,-120.2398,290.618
P516,35.1062,-120.3834,262.969
P517,34.3764,-118.17759999999998,1959.297
P518,35.02,-120.07529999999997,1101.777
P519,34.5078,-119.79239999999999,810.902
P520,34.6305,-119.6164,1250.858
P521,34.8886,-119.81540000000001,1709.062
P522,35.0866,-119.53610000000003,991.075
P523,35.3044,-120.8603,41.363
P524,35.1661,-120.59090000000003,124.313
P525,35.4258,-120.80809999999997,271.365
P526,35.636,-120.86969999999997,416.846
P527,35.7541,-120.60480000000001,347.954
P528,35.3278,-120.54539999999997,367.361
P529,35.4405,-120.35379999999998,437.306
P530,35.6248,-120.48040000000003,388.367
P531,35.7927,-120.53660000000002,440.115
P532,35.6338,-120.267,533.242
P533,35.7479,-120.37099999999998,603.185
P534,37.0612,-122.23759999999999,204.257
P535,35.2351,-120.10140000000001,571.534
P536,35.2798,-120.02499999999998,665.354
P537,35.3168,-119.93529999999998,581.801
P538,35.5342,-120.11250000000001,641.159
P539,35.7027,-120.18200000000002,601.091
P540,35.8013,-120.13059999999996,393.658
P541,35.6867,-120.0007,209.193
P542,35.6889,-120.2926,587.956
